#
#
# US Geological Survey
# retrieved: 2025-10-20 13:24:22 EDT
# URL: https://nwis.waterdata.usgs.gov/nwis/inventory
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in USA.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  lat_va          -- DMS latitude
#  long_va         -- DMS longitude
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_meth_cd   -- Latitude-longitude method
#  coord_acy_cd    -- Latitude-longitude accuracy
#  coord_datum_cd  -- Latitude-longitude datum
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  district_cd     -- District code
#  state_cd        -- State code
#  county_cd       -- County code
#  country_cd      -- Country code
#  land_net_ds     -- Land net location description
#  map_nm          -- Name of location map
#  map_scale_fc    -- Scale of location map
#  alt_va          -- Altitude of Gage/land surface
#  alt_meth_cd     -- Method altitude determined
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  huc_cd          -- Hydrologic unit code
#  basin_cd        -- Drainage basin code
#  topo_cd         -- Topographic setting code
#  data_types_cd   -- Flags for the type of data collected
#  instruments_cd  -- Flags for instruments at site
#  construction_dt -- Date of first construction
#  inventory_dt    -- Date site established or inventoried
#  drain_area_va   -- Drainage area
#  contrib_drain_area_va -- Contributing drainage area
#  tz_cd           -- Mean Greenwich time offset
#  local_time_fg   -- Local standard time flag
#  reliability_cd  -- Data reliability code
#  gw_file_cd      -- Data-other GW files
#  nat_aqfr_cd     -- National aquifer code
#  aqfr_cd         -- Local aquifer code
#  aqfr_type_cd    -- Local aquifer type code
#  well_depth_va   -- Well depth
#  hole_depth_va   -- Hole depth
#  depth_src_cd    -- Source of depth data
#  project_no      -- Project number
#  rt_bol          -- Real-time data flag
#  peak_begin_date -- Peak-streamflow data begin date
#  peak_end_date   -- Peak-streamflow data end date
#  peak_count_nu   -- Peak-streamflow data count
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#  sv_begin_date   -- Site-visit data begin date
#  sv_end_date     -- Site-visit data end date
#  sv_count_nu     -- Site-visit data count
#
#
# query started 2025-10-20 13:24:22 EDT
#
# there are 202 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	dec_lat_va	dec_long_va	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	data_types_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no	rt_bol	peak_begin_date	peak_end_date	peak_count_nu	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu	sv_begin_date	sv_end_date	sv_count_nu
USGS	371138110333601	 (D-41-12)27add- 1	GW	371138	1103336	37.19388364	-110.56069270	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3710.00	A	 50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371138110340701	 (D-41-12)27bdd- 1	GW	371138	1103407	37.19388360	-110.56930400	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3690.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371140110335101	 (D-41-12)27acd- 1	GW	371140	1103351	37.19443918	-110.56485940	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3690.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		169	169	O	1464915400	0	--	--	0	1957-11-24	1957-11-24	1	1957-11-24	1957-11-24	1	--	--	0
USGS	371141110333001	 (D-41-12)26bcc- 2	GW	371141	1103330	37.19471697	-110.55902600	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3735.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371141110333301	 (D-41-12)27add- 2	GW	371141	1103333	37.19471697	-110.55985930	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3725.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371142110334401	 (D-41-12)27adc- 1	GW	371142	1103344	37.19499474	-110.56291500	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3690.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371143110332401	 (D-41-12)26bcc- 3	GW	371143	1103324	37.19527250	-110.55735930	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3765.00	A	 50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371143110335501	 (D-41-12)27acc- 1	GW	371143	1103355	37.19527250	-110.56597060	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3680.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371144110340201	 (D-41-12)27acb- 2	GW	371144	1103402	37.19555028	-110.56791500	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3670.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371146110334701	 (D-41-12)27aca- 1	GW	371146	1103347	37.19610580	-110.56374830	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3680.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371146110340501	 (D-41-12)27bda- 1	GW	371146	1103405	37.19610580	-110.56874840	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3660.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371146112593601	 (C-41-10)28bca- 1	GW	371146	1125929	37.19609350	-112.99216250	M	F	NAD27	NAD83	49	49	053	US	NESWNWS28 T41S  R10W  S	ZION NATL PARK	  31680	 4050.00	M	 25	NGVD29	15010008		T	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19630101				MST	Y	C	YNNNNNNN		231SRMP		555	555	O	7464912600	0	--	--	0	1977-12-07	1977-12-07	1	1963-08-12	1963-08-12	1	--	--	0
USGS	371148110340101	 (D-41-12)27acb- 1	GW	371148	1103401	37.19666138	-110.56763730	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3670.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371150110335201	 (D-41-12)27aca- 2	GW	371150	1103352	37.19721690	-110.56513720	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3685.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371153110335101	 (D-41-12)22abd- 1	GW	371153	1103351	37.19805026	-110.56485950	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3660.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371153110335301	NR013.0357X0358	SP	371153	1103353	37.19805026	-110.56541500	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3605.00	A	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1
USGS	371153110340001	 (D-41-12)27abc- 1	GW	371153	1103400	37.19805025	-110.56735950	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3680.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19570101				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371156110340601	 (D-41-12)27bad- 1	GW	371156	1103406	37.19888357	-110.56902620	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3685.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371157110335001	 (D-41-12)27aba- 1	GW	371157	1103350	37.19916136	-110.56458170	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3675.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371157110335601	 (D-41-12)27abb- 1	GW	371157	1103356	37.19916136	-110.56624840	M	T	NAD27	NAD83	49	49	037	US	NWNWNES27 T41S  R22E  S	NO MAN MESA	62500	 3670.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371200110334901	NR013.0351X0345	SP	371200	1103349	37.19999468	-110.56430390	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3600.00	M	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1
USGS	371200110335101	 (D-41-12)27aba- 2	GW	371200	1103351	37.19999468	-110.56485950	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3680.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371201110340401	 (D-41-12)27baa- 1	GW	371201	1103404	37.20027245	-110.56847070	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3685.00	A	50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371204110335301	 (D-41-12)22dcd- 1	GW	371204	1103353	37.20110578	-110.56541500	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3670.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371207110335301	 (D-41-12)22dcd- 2	GW	371207	1103353	37.20193910	-110.56541500	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3650.00	A	50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371207110340401	 (D-41-12)22cdd- 1	GW	371207	1103404	37.20193910	-110.56847070	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3705.00	A	50	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371211110340401	 (D-41-12)22cda- 1	GW	371211	1103404	37.20305020	-110.56847070	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3750.00	A	50	NGVD29	14080205		H	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		108	108		1464915400	0	--	--	0	--	--	0	1957-11-25	1957-11-25	1	--	--	0
USGS	371212110335001	 (D-41-12)22dca- 1	GW	371212	1103350	37.20332798	-110.56458170	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3685.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371215110335001	 (D-41-12)22dca- 2	GW	371215	1103350	37.20416130	-110.56458180	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3690.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371215110340101	 (D-41-12)22dcb- 1	GW	371215	1103401	37.20416130	-110.56763740	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3730.00	A	50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371217110334901	 (D-41-12)22dbd- 2	GW	371217	1103349	37.20471686	-110.56430400	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3710.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		140	140		1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371218110303101	NR013.0047X0310	SP	371218	1103031	37.20499475	-110.50930290	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500	 3740.00	M	40	NGVD29	14080205		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNI	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	--	--	0	1957-12-13	1957-12-13	1
USGS	371218110334801	 (D-41-12)22dbd- 3	GW	371218	1103348	37.20499460	-110.56402620	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	  62500	 3685.00	A	 50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		152	152		1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371218110335801	 (D-41-12)22dbc- 1	GW	371218	1103358	37.20499460	-110.56680400	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3730.00	A	50	NGVD29	14080205		S	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371220110335701	 (D-41-12)22dbc- 2	GW	371220	1103357	37.20555018	-110.56652620	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3740.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371222110335401	 (D-41-12)22dbd- 1	GW	371222	1103354	37.20610570	-110.56569290	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3730.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371224110335301	 (D-41-12)22dba- 2	GW	371224	1103353	37.20666128	-110.56541510	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3735.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371226110334701	 (D-41-12)22dba- 3	GW	371226	1103347	37.20721680	-110.56374840	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3755.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371227110334601	 (D-41-12)22dab- 1	GW	371227	1103346	37.20749460	-110.56347070	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3755.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371227110335101	 (D-41-12)22dba- 1	GW	371227	1103351	37.20749460	-110.56485960	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3725.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-11	1957-12-11	1	--	--	0
USGS	371230110333901	 (D-41-12)22dab- 2	GW	371230	1103339	37.20832790	-110.56152620	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3720.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		166	166		1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371230113171801	 (C-41-13)23bcd- 1	GW	371230	1131718	37.20831600	-113.28911500	M	T	NAD27	NAD83	49	49	053	US	SESWNWS23 T41S  R13W  S			 3040.00	M	 20	NGVD29	15010008			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19690101				MST	Y	C	YNNNNNNN		231SRMP		1835		O		0	--	--	0	1975-02-05	1975-02-05	1	1969-01-01	1969-01-01	1	--	--	0
USGS	371231110334301	 (D-41-12)22adc- 3	GW	371231	1103343	37.20860570	-110.56263730	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3735.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371233110333801	 (D-41-12)22adc- 2	GW	371233	1103338	37.20916126	-110.56124840	M	T	NAD27	NAD83	49	49	037	US	SWSENES22 T41S  R12E  S	NO MAN MESA	62500	 3735.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371233110334101	 (D-41-12)22adc- 4	GW	371233	1103341	37.20916126	-110.56208180	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3745.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		177	177		1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371234110334201	 (D-41-12)22adc- 1	GW	371234	1103342	37.20943900	-110.56235950	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3715.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371235110333401	 (D-41-12)22add- 1	GW	371235	1103334	37.20971680	-110.56013730	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3740.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP					1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371236110333901	 (D-41-12)22ada- 1	GW	371236	1103339	37.20999459	-110.56152620	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3745.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP			180		1464915400	0	--	--	0	--	--	0	1957-12-12	1957-12-12	1	--	--	0
USGS	371237110333601	 (D-41-12)22ada- 2	GW	371237	1103336	37.21027236	-110.56069280	M	T	NAD27	NAD83	49	49	037	US		NO MAN MESA	62500	 3745.00	A	50	NGVD29	14080205		P	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	1957				MST	Y	C	YNNNNNNN		231SRMP		191	191	O	1464915400	0	--	--	0	1957-12-12	1957-12-12	1	1957-12-12	1957-12-12	1	--	--	0
USGS	371323110331601	NR013.0300X0185	GW	371323	1103316	37.22305000	-110.55513730	M	T	NAD27	NAD83	49	49	037	US		NO MANS MESA	62500					14080205			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					MST	Y	C	NNNNNNNN		231SRMP					1464915400													
USGS	371408113162201	 (C-41-13)12cbb- 1	GW	371408	1131622	37.23553814	-113.27355920	M	F	NAD27	NAD83	49	49	053	US	NWNWSWS12 T41S  R13W  S			 3200.00	M	20	NGVD29	15010008		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNO	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19570101				MST	Y	C	YNNNNNNN		231SRMP		165		O		0	--	--	0	1957-05-21	1957-05-21	1	1957-05-01	1957-05-01	1	--	--	0
USGS	372752109230501	 (D-38-23)22ccb- 1	GW	372752	1092305	37.46444425	-109.38539550	M	F	NAD27	NAD83	49	49	037	US		MONTEZUMA CREEK	62500	 5051.00	L	 20	NGVD29	14080201			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19631216				MST	Y	C	NYNNNNNN		231SRMP		6224			1464915600													
